accession,gene_name,condition,condition_label,mean_abundance,cv_pct,log2fc,detected,hcp_risk,abundance_rank
G3HUT1,UNKNOWN,lowDO,Low Dissolved Oxygen,12.627551484666668,96.25,2.254,2,Medium,1138
G3IN55,CENTRIN-1,lowDO,Low Dissolved Oxygen,1.3988532139999998,26.68,0.8141,3,Trace,1177
G3IFV1,UNKNOWN,lowDO,Low Dissolved Oxygen,0.4986039693333333,108.13,0.1778,2,Trace,1178
G3H0E4,CSPG4,lowDO,Low Dissolved Oxygen,2.007572393333333,23.71,1.5886,3,Medium,1142
G3HWP5,CHD6,lowDO,Low Dissolved Oxygen,177.20716976000003,13.94,5.5232,3,Medium,895
G3H194,CLTB,lowDO,Low Dissolved Oxygen,4.421108567,112.61,2.3955,3,Medium,1058
G3HRP5,UNKNOWN,lowDO,Low Dissolved Oxygen,269.0591050716667,74.75,-0.9605,3,Trace,757
G3HTM3,UNKNOWN,lowDO,Low Dissolved Oxygen,19.352946619666668,32.32,3.5033,3,Medium,1112
G3GWP3,UNKNOWN,lowDO,Low Dissolved Oxygen,6.627307716666667,28.42,0.17,3,Trace,1150
G3HYQ7,UNKNOWN,lowDO,Low Dissolved Oxygen,1.6401164583333332,86.13,-1.1676,3,Trace,1165
G3HKF2,UNKNOWN,lowDO,Low Dissolved Oxygen,26.243332574666667,67.55,2.9288,3,Medium,1130
G3ICE3,UNKNOWN,lowDO,Low Dissolved Oxygen,423.0511290953334,87.82,0.7519,3,Trace,829
G3GRR7,UNKNOWN,lowDO,Low Dissolved Oxygen,74.45865005,95.57,0.6052,2,Medium,885
G3HYT3,UNKNOWN,lowDO,Low Dissolved Oxygen,0.0,,-4.3504,0,Medium,1160
G3H6B8,CDKN2D,lowDO,Low Dissolved Oxygen,1.3661160226666667,90.23,-1.6809,2,Medium,1162
G3H8S5,CDADC1,lowDO,Low Dissolved Oxygen,56.80493933066666,106.04,-1.1862,3,Medium,993
G3H2K2,LOC100757098,lowDO,Low Dissolved Oxygen,0.17884007266666668,125.05,-7.3094,2,Medium,1001
G3I3P7,LOC100754043,lowDO,Low Dissolved Oxygen,0.0,,-5.9581,0,Medium,1102
G3I692,CNDP2,lowDO,Low Dissolved Oxygen,35.32405916,116.35,-3.0866,2,Medium,930
G3H6A4,UNKNOWN,lowDO,Low Dissolved Oxygen,10.074846869333333,24.76,3.4692,3,Medium,1139
G3HD94,UNKNOWN,lowDO,Low Dissolved Oxygen,10.782955189666666,143.66,-3.2512,2,Medium,1019
G3HQP1,UNKNOWN,lowDO,Low Dissolved Oxygen,3.2672063453333333,164.97,-5.0894,2,Medium,1016
G3HFQ4,DLST,lowDO,Low Dissolved Oxygen,52.04658305333333,37.06,2.9552,3,Trace,1094
G3I1H0,UNKNOWN,lowDO,Low Dissolved Oxygen,31.958153730000003,60.93,1.6481,3,Medium,1000
G3GY78,UNKNOWN,lowDO,Low Dissolved Oxygen,1.3704586846666666,89.86,1.2452,2,Medium,1175
G3HVH7,DNAJC18,lowDO,Low Dissolved Oxygen,7.082975075666667,97.4,0.9442,3,Medium,1116
G3HKF7,UNKNOWN,lowDO,Low Dissolved Oxygen,24.852134609999997,27.5,-2.5439,3,Medium,995
G3GUZ2,UNKNOWN,lowDO,Low Dissolved Oxygen,101.58211057666665,71.48,6.6806,3,Medium,929
G3IPL9,UNKNOWN,lowDO,Low Dissolved Oxygen,6.266312486333334,57.17,1.5497,3,Medium,1152
G3HZL3,FHOD1,lowDO,Low Dissolved Oxygen,8.523299440666667,72.88,3.2515,3,Medium,1126
G3HXU8,UNKNOWN,lowDO,Low Dissolved Oxygen,25.146769423333335,89.89,-1.8164,2,Trace,953
G3HH31,FILIP1,lowDO,Low Dissolved Oxygen,86.72168681666669,21.63,5.241,3,Medium,1033
G3IFG5,UNKNOWN,lowDO,Low Dissolved Oxygen,2379.003963533333,74.8,0.7835,3,Trace,491
G3HTU8,UNKNOWN,lowDO,Low Dissolved Oxygen,295.6986642333333,18.89,0.6025,3,Medium,731
G3I4Z7,LGALS1,lowDO,Low Dissolved Oxygen,17.90305663166667,11.08,3.946,3,Medium,1143
G3HP56,UNKNOWN,lowDO,Low Dissolved Oxygen,10.881941396,51.47,3.5707,3,Medium,1012
G3HJX8,UNKNOWN,lowDO,Low Dissolved Oxygen,564.419777501,20.18,9.1432,3,Medium,648
G3I2L4,UNKNOWN,lowDO,Low Dissolved Oxygen,38.88540943766666,88.09,0.7961,3,Trace,1047
G3GZ80,GCC1,lowDO,Low Dissolved Oxygen,1559.3221058,10.11,3.4118,3,Medium,692
G3H5I1,GUCY1A3,lowDO,Low Dissolved Oxygen,1897.0266530666668,52.62,1.4149,3,Medium,452
G3HDI8,HS1BP3,lowDO,Low Dissolved Oxygen,17.97865403,109.77,-0.829,2,Trace,1056
G3HS15,UNKNOWN,lowDO,Low Dissolved Oxygen,1862.7428192666666,24.07,6.955,3,Medium,458
G3HC84,HSP90AB1,lowDO,Low Dissolved Oxygen,32.15344977266667,2.83,4.6361,3,Medium,1064
G3GZY7,UNKNOWN,lowDO,Low Dissolved Oxygen,34.64637907033333,23.9,-0.415,3,Trace,1038
G3II33,UNKNOWN,lowDO,Low Dissolved Oxygen,3.0767320596666665,173.21,-4.4188,1,Medium,1066
G3ID72,JKAMP,lowDO,Low Dissolved Oxygen,3.997235849333333,34.83,1.4869,3,Medium,1124
G3HIN8,UNKNOWN,lowDO,Low Dissolved Oxygen,17.590119182666665,39.43,-2.865,3,Medium,1018
G3IDQ2,UNKNOWN,lowDO,Low Dissolved Oxygen,17.877232454666668,40.5,-0.0077,3,Trace,1114
G3I5B4,UNKNOWN,lowDO,Low Dissolved Oxygen,21.468315836,11.8,4.4898,3,Medium,1057
G3HEZ6,UNKNOWN,lowDO,Low Dissolved Oxygen,19.30568374,30.48,0.2006,3,Trace,1107
G3H7S8,MAGED2,lowDO,Low Dissolved Oxygen,70.76144164533333,35.82,0.8046,3,Trace,972
G3HIT4,MCCC2,lowDO,Low Dissolved Oxygen,0.0,,-9.4377,0,Medium,853
G3H3C5,MFAP3L,lowDO,Low Dissolved Oxygen,15.359739699333334,71.42,2.872,3,Medium,1144
G3GYI5,UNKNOWN,lowDO,Low Dissolved Oxygen,0.0,,-6.8982,0,Medium,941
G3GZX6,UNKNOWN,lowDO,Low Dissolved Oxygen,0.34587644966666664,95.34,0.1367,3,Trace,1183
G3HQV3,MYD88,lowDO,Low Dissolved Oxygen,33.87395281333333,42.85,4.0684,3,Medium,1024
G3HA21,UNKNOWN,lowDO,Low Dissolved Oxygen,82.92250239666667,38.56,6.2333,3,Medium,1023
G3H3I7,NAV1,lowDO,Low Dissolved Oxygen,4.201172351,10.9,-4.5398,3,Medium,1036
G3HB15,NTSR2,lowDO,Low Dissolved Oxygen,2.074639040333333,49.96,1.221,3,Medium,1148
G3H6U1,DDX21,lowDO,Low Dissolved Oxygen,35.919828189,32.1,5.2063,3,Medium,1020
G3GXQ9,UNKNOWN,lowDO,Low Dissolved Oxygen,353.2690440666667,10.86,5.7683,3,Medium,794
G3IBX2,UNKNOWN,lowDO,Low Dissolved Oxygen,412.34896829333337,53.49,-3.5256,3,Medium,467
G3H8X7,UNKNOWN,lowDO,Low Dissolved Oxygen,23.074508596666664,29.58,-4.1483,3,Medium,901
G3IKX2,SERPINF1,lowDO,Low Dissolved Oxygen,11.546270359,109.82,3.5323,3,Medium,1159
G3IKF3,UNKNOWN,lowDO,Low Dissolved Oxygen,25.65886117166667,60.58,2.8871,3,Medium,1072
G3IF50,UNKNOWN,lowDO,Low Dissolved Oxygen,48.401280237,119.94,-4.1159,3,Medium,770
G3GUL0,KCNA1,lowDO,Low Dissolved Oxygen,24.58463340433333,75.98,0.4313,3,Trace,1063
G3I1T0,UNKNOWN,lowDO,Low Dissolved Oxygen,7.737219283666666,44.8,1.1367,3,Medium,1080
G3H8F3,UNKNOWN,lowDO,Low Dissolved Oxygen,0.36643808733333333,173.21,-4.7892,1,Medium,1119
G3HZG1,UNKNOWN,lowDO,Low Dissolved Oxygen,0.8145336363333334,173.21,-5.573,1,Medium,1068
G3HD56,FAN,lowDO,Low Dissolved Oxygen,3.3390769689999993,107.71,-1.1304,3,Medium,1168
G3HAV1,UNKNOWN,lowDO,Low Dissolved Oxygen,31.683119460666664,30.16,-4.1897,3,Medium,863
G3I273,PCDH18,lowDO,Low Dissolved Oxygen,256.04425803333334,93.92,-2.7749,2,Medium,661
G3H502,PCDH9,lowDO,Low Dissolved Oxygen,12.771323324666668,118.65,2.7826,3,Medium,1032
G3I3C7,UNKNOWN,lowDO,Low Dissolved Oxygen,0.7009230839999999,60.73,0.7663,3,Medium,1169
G3IAS4,UNKNOWN,lowDO,Low Dissolved Oxygen,584.5300395993333,53.85,9.1936,3,Medium,753
G3HS52,UNKNOWN,lowDO,Low Dissolved Oxygen,686.3625578466667,170.3,0.6581,2,Medium,791
G3IKP7,UNKNOWN,lowDO,Low Dissolved Oxygen,4.583252806,92.41,-5.0326,2,Medium,998
G3I5U8,UNKNOWN,lowDO,Low Dissolved Oxygen,0.8372787036666667,94.12,-1.5217,2,Medium,1141
G3HD91,RREB1,lowDO,Low Dissolved Oxygen,29.426666717666663,101.94,2.1944,3,Medium,1050
G3I8S4,UNKNOWN,lowDO,Low Dissolved Oxygen,0.00020514766666666667,173.21,-6.7407,1,Medium,1055
G3HRK1,UNKNOWN,lowDO,Low Dissolved Oxygen,10.507401340666668,28.45,3.5245,3,Medium,1145
G3GX69,PDE6G,lowDO,Low Dissolved Oxygen,100.39457674666666,37.67,6.6638,3,Medium,1015
G3IFR8,UNKNOWN,lowDO,Low Dissolved Oxygen,10.302029729666666,105.63,3.4985,2,Medium,855
G3I2K8,RRM2,lowDO,Low Dissolved Oxygen,33.72076617333334,101.7,1.9269,2,Medium,1014
G3GVX1,UNKNOWN,lowDO,Low Dissolved Oxygen,0.0,,-7.2202,0,Medium,1028
G3IP89,UNKNOWN,lowDO,Low Dissolved Oxygen,1.1350070093333333,151.63,0.9621,2,Medium,1180
G3HYL1,CTR9,lowDO,Low Dissolved Oxygen,0.0,,-0.457,0,Trace,1184
G3HCR3,UNKNOWN,lowDO,Low Dissolved Oxygen,26.563107906666662,49.13,-2.056,3,Medium,1021
G3HKX0,PSKH1,lowDO,Low Dissolved Oxygen,0.28524378266666667,110.98,-0.6642,2,Trace,1173
G3H3S6,LATS1,lowDO,Low Dissolved Oxygen,27.410871241333336,153.88,-3.5224,2,Medium,882
G3IDD4,SERPINH1,lowDO,Low Dissolved Oxygen,14.960981153333334,14.28,3.9078,3,Medium,1132
G3HXX9,SORBS1,lowDO,Low Dissolved Oxygen,2.245945577666667,173.21,-2.3557,1,Medium,1156
G3H6N3,UNKNOWN,lowDO,Low Dissolved Oxygen,43.48445123833333,52.7,2.7752,3,Medium,958
G3I472,LOC100760228,lowDO,Low Dissolved Oxygen,95.58982486333332,39.14,-0.3212,3,Trace,926
F7J0L2,SRSF1,lowDO,Low Dissolved Oxygen,1.1100936623333333,115.77,1.0773,3,Medium,1146
G3HKC5,SRSF3,lowDO,Low Dissolved Oxygen,4.015415018333333,140.99,2.3264,3,Medium,1140
G3HBN9,SPSB3,lowDO,Low Dissolved Oxygen,1.7912315393333333,77.31,0.8703,3,Trace,1181
G3HYJ6,UNKNOWN,lowDO,Low Dissolved Oxygen,0.0,,0.0,0,Medium,1135
G3I7C7,STX4,lowDO,Low Dissolved Oxygen,518.6112257999999,26.38,9.0213,3,Medium,866
G3H139,UNKNOWN,lowDO,Low Dissolved Oxygen,37.43339953733334,134.49,-5.9772,2,Medium,634
G3IB42,UNKNOWN,lowDO,Low Dissolved Oxygen,3.6106682786666666,97.47,1.7415,2,Medium,1153
G3I6I6,UNKNOWN,lowDO,Low Dissolved Oxygen,15.291746035333334,4.71,4.0261,3,Medium,1121
G3IIC9,UNKNOWN,lowDO,Low Dissolved Oxygen,89.88741591266667,48.13,5.9251,3,Medium,1002
G3GVB0,UNKNOWN,lowDO,Low Dissolved Oxygen,37.63804889,30.69,5.272,3,Medium,1115
G3H2K1,C7orf31,lowDO,Low Dissolved Oxygen,1369.4856046333334,53.39,3.7639,3,Medium,599
G3I9S9,C9orf85,lowDO,Low Dissolved Oxygen,38.19221888566667,72.12,0.8098,3,Trace,1061
G3HHS9,C9orf93,lowDO,Low Dissolved Oxygen,251.01607295666668,36.19,3.8189,3,Medium,934
G3HSB3,KIAA2022,lowDO,Low Dissolved Oxygen,357.3611238733333,75.21,-4.1951,3,Medium,412
G3IK40,UNKNOWN,lowDO,Low Dissolved Oxygen,3.344402691666667,89.87,1.8757,2,Medium,1161
G3GXQ8,UNKNOWN,lowDO,Low Dissolved Oxygen,71.84510003333334,87.27,-1.9871,2,Medium,886
G3ICV7,LOC100774713,lowDO,Low Dissolved Oxygen,1.466789983,173.21,-0.2938,1,Trace,1163
G3IMI1,UNKNOWN,lowDO,Low Dissolved Oxygen,74.88178649133333,90.55,-0.947,2,Trace,938
G3I008,VPS4A,lowDO,Low Dissolved Oxygen,4661.626335,14.5,12.1869,3,Medium,312
G3H9S7,UNKNOWN,lowDO,Low Dissolved Oxygen,15.275784468666666,88.56,2.6574,3,Medium,1137
G3I0P3,WDR91,lowDO,Low Dissolved Oxygen,5.329318414666667,129.45,2.5857,3,Medium,1171
G3HKS7,ZNF248,lowDO,Low Dissolved Oxygen,3.6420390393333335,98.47,-2.1145,2,Medium,1092
G3I6C0,ZNF385A,lowDO,Low Dissolved Oxygen,18.842178445666665,145.01,-1.8513,2,Medium,1039
G3IA98,UNKNOWN,lowDO,Low Dissolved Oxygen,0.0,,-2.0078,0,Medium,1182
G3GZQ5,UNKNOWN,lowDO,Low Dissolved Oxygen,9.862482236666667,87.2,0.8975,2,Medium,1167
G3I1B9,XIRP2,lowTEMP,Low Temperature,104533.2369,5.67,-2.0306,3,High,22
G3ILU4,I79_024866,lowTEMP,Low Temperature,48679.39999333333,11.37,-0.2791,3,Medium,48
G3HQ92,RPL19,lowTEMP,Low Temperature,4900.132207,8.12,0.1055,3,Low,192
G3I6B1,CENPQ,lowTEMP,Low Temperature,28101.80852966667,5.55,-0.4379,3,Medium,70
G3IC35,DYH7,lowTEMP,Low Temperature,246704.90006666668,8.96,-0.4253,3,Medium,12
G3H1P4,EXD2,lowTEMP,Low Temperature,513302.68090000004,5.95,-0.6626,3,Medium,6
G3HN81,PPIASE,lowTEMP,Low Temperature,6786.436155333334,8.42,0.8802,3,Low,187
G3H2P9,RALYL,lowTEMP,Low Temperature,4591.865876,26.04,-2.2862,3,Medium,147
G3HQI4,I79_013086,lowTEMP,Low Temperature,248338.87993333334,25.3,-3.1044,3,High,5
G3HG83,CCT3,lowTEMP,Low Temperature,283442.58592,9.39,0.1401,3,Medium,14
G3ILH1,I79_024737,lowTEMP,Low Temperature,190446.97682333333,7.2,-1.1689,3,High,17
G3HE30,I79_008801,lowTEMP,Low Temperature,3517.9742070000007,9.42,-2.2114,3,Medium,177
G3I5X6,UNKNOWN,lowTEMP,Low Temperature,23666.19400866667,6.18,-0.6213,3,Medium,67
G3IIG4,UNKNOWN,lowTEMP,Low Temperature,3972.083778333333,5.45,-0.3607,3,Low,213
G3ILJ8,UNKNOWN,lowTEMP,Low Temperature,10497.526295666665,12.76,-2.8658,3,Medium,69
G3GVU0,UNKNOWN,lowTEMP,Low Temperature,9811.921047666667,17.6,-0.8428,3,Low,109
G3IMU3,UNKNOWN,lowTEMP,Low Temperature,13534.715437333332,9.67,-1.0009,3,Medium,84
G3H2Q7,UNKNOWN,lowTEMP,Low Temperature,142123.14628333334,4.65,-1.824,3,High,18
G3HTC3,CRYBB1,lowTEMP,Low Temperature,10600.002210333334,5.71,-0.0433,3,Low,131
G3HR96,BLMH,lowTEMP,Low Temperature,112908.00701,5.56,1.3422,3,High,33
G3GYH8,MAPK8IP1,lowTEMP,Low Temperature,76480.75483666667,2.59,1.8595,3,High,40
G3I2E4,UNKNOWN,lowTEMP,Low Temperature,282328.8575566667,4.52,-1.6329,3,High,8
G3HVV8,UNKNOWN,lowTEMP,Low Temperature,22557.597148333338,6.45,-0.8377,3,Medium,75
G3GYI3,UNKNOWN,lowTEMP,Low Temperature,263968.1957333333,4.81,-1.2592,3,High,10
G3GXX4,UNKNOWN,lowTEMP,Low Temperature,132048.17445666666,6.36,0.2604,3,Medium,26
G3H060,DUSP26,lowTEMP,Low Temperature,4974.569356999999,10.57,-2.9637,3,Medium,101
G3HAQ9,ERGIC3,lowTEMP,Low Temperature,10941.591410333334,17.85,-0.1437,3,Low,125
G3HZ70,UNKNOWN,lowTEMP,Low Temperature,664134.4313266667,29.73,-1.0873,3,Medium,4
G3HG49,UNKNOWN,lowTEMP,Low Temperature,51697.15104333334,8.0,-0.008,3,Medium,42
G3HLB3,UNKNOWN,lowTEMP,Low Temperature,16255.178847333334,7.6,-0.0517,3,Medium,87
G3INJ0,LOC100769459,lowTEMP,Low Temperature,21215.411949999998,9.75,-1.9892,3,Medium,57
G3IP44,LOC100752003,lowTEMP,Low Temperature,29804.338288333336,7.66,-1.2691,3,Medium,53
G3H6K5,UNKNOWN,lowTEMP,Low Temperature,14911.663297333333,8.98,-1.5158,3,Medium,74
G3IED1,UNKNOWN,lowTEMP,Low Temperature,7241.704854,8.16,-0.4495,3,Low,153
G3IMW2,ITPRIPL2,lowTEMP,Low Temperature,190277.6189433333,7.22,-0.1397,3,Medium,21
G3H3J9,UNKNOWN,lowTEMP,Low Temperature,364018.3677666667,6.13,1.8898,3,High,16
G3HZT3,UNKNOWN,lowTEMP,Low Temperature,58840.578310000004,16.87,0.9551,3,Medium,50
G3HXS9,UNKNOWN,lowTEMP,Low Temperature,4278.702371766667,14.4,-2.0823,3,Medium,173
G3IAF5,UNKNOWN,lowTEMP,Low Temperature,131515.34387666665,9.72,-1.489,3,Medium,19
G3HSA2,MYBBP1A,lowTEMP,Low Temperature,86854.93650999998,5.14,1.8283,3,High,36
G3HAA5,MYPN,lowTEMP,Low Temperature,192969.73521333336,7.29,-0.0822,3,Medium,23
G3IKK5,UNKNOWN,lowTEMP,Low Temperature,92277.56825,5.95,1.7001,3,High,38
G3H7F5,TRMO,lowTEMP,Low Temperature,1576708.7001,7.41,-1.185,3,Medium,2
G3IBS6,OPRL1,lowTEMP,Low Temperature,52620.49388666666,8.33,-1.4748,3,Medium,31
G3GVK4,NCOR1,lowTEMP,Low Temperature,44088.67432,6.5,-0.6602,3,Medium,43
G3IC87,UNKNOWN,lowTEMP,Low Temperature,19242.537798,9.97,0.041,3,Medium,86
G3IE17,LOC100754058,lowTEMP,Low Temperature,62811.97542766667,23.19,1.9499,3,Medium,55
G3HXI5,PPWD1,lowTEMP,Low Temperature,18822.726665666665,15.77,-2.6315,3,Medium,51
G3HCR2,UNKNOWN,lowTEMP,Low Temperature,71525.32059,8.95,0.5139,3,Medium,39
G3GVR2,UNKNOWN,lowTEMP,Low Temperature,8968.374321000001,6.7,1.2238,3,Medium,172
G3HS45,UNKNOWN,lowTEMP,Low Temperature,9187.040901666665,12.26,-0.059,3,Low,156
G3HAA4,UNKNOWN,lowTEMP,Low Temperature,6699.635951233333,16.02,1.3228,3,Medium,203
G3HC46,FAM189B,lowTEMP,Low Temperature,28518.313383333338,5.87,-0.8333,3,Medium,61
G3HWQ6,UNKNOWN,lowTEMP,Low Temperature,94385.50018666667,6.48,-1.0615,3,Medium,25
G3H4X2,UNKNOWN,lowTEMP,Low Temperature,145276.27894333334,6.02,-1.1965,3,Medium,20
G3HAA8,UNKNOWN,lowTEMP,Low Temperature,5305.196122333334,10.06,-1.0585,3,Low,165
G3GUK0,TIGAR,lowTEMP,Low Temperature,9780.234663666666,5.31,-0.7441,3,Low,121
G3IHA7,UNKNOWN,lowTEMP,Low Temperature,50253.66135,16.84,-2.2983,3,High,29
G3I367,PDPR,lowTEMP,Low Temperature,19433.928374666666,6.28,-1.5752,3,Medium,65
G3HHV5,UNKNOWN,lowTEMP,Low Temperature,26532.36605366667,18.93,-2.3275,3,High,44
G3IBZ7,UNKNOWN,lowTEMP,Low Temperature,52884.92327,6.7,-1.5551,3,High,32
G3IAT0,RMI1,lowTEMP,Low Temperature,80236.98911666666,9.6,-0.5313,3,Medium,35
G3HSW3,UNKNOWN,lowTEMP,Low Temperature,303559.62794000003,32.9,0.3092,3,Medium,15
G3ICR9,UNKNOWN,lowTEMP,Low Temperature,1696226.3483,18.23,-1.4289,3,High,1
G3HKE3,CMTR1,lowTEMP,Low Temperature,26783.083256666665,4.08,-2.1173,3,High,45
G3H635,UNKNOWN,lowTEMP,Low Temperature,1489904.7875333335,5.53,-0.0927,3,Medium,3
G3HHD8,VRK1,lowTEMP,Low Temperature,520072.7229,4.64,-0.584,3,Medium,7
G3H7Q0,UNKNOWN,lowTEMP,Low Temperature,9899.104188333333,13.23,-0.8979,3,Medium,98
G3GXJ7,UNKNOWN,lowTEMP,Low Temperature,17051.056765655,21.69,-0.0119,3,Medium,89
G3H1N6,UNKNOWN,lowTEMP,Low Temperature,14583.159866,8.36,-0.647,3,Medium,88
G3HGX8,UNKNOWN,lowTEMP,Low Temperature,29215.713890000003,16.68,0.0692,3,Medium,71
G3IDX8,UNKNOWN,lowTEMP,Low Temperature,5405.642287666667,4.99,-0.736,3,Low,202
G3HE04,SF3A3,lowTEMP,Low Temperature,17505.175815,6.67,-1.5429,3,Medium,68
G3HA77,UNKNOWN,lowTEMP,Low Temperature,264712.32543333335,3.26,0.1612,3,Medium,13
G3H661,TK2,lowTEMP,Low Temperature,17933.045620999997,12.11,-0.9901,3,Medium,77
G3H369,TRAF3,lowTEMP,Low Temperature,70560.32577333333,3.84,1.9268,3,High,41
G3HC12,UNKNOWN,lowTEMP,Low Temperature,53021.56145666667,9.37,1.0185,3,Medium,54
G3HJS7,MTIF2,lowTEMP,Low Temperature,223423.22084333337,6.88,1.6892,3,High,24
G3HXU0,TTLL12,lowTEMP,Low Temperature,377988.0842666666,8.42,-0.8296,3,Medium,9
G3HQ89,ATP6V1E1,lowTEMP,Low Temperature,6149.977287666666,6.74,-0.6882,3,Low,171
G3HME8,UNKNOWN,lowTEMP,Low Temperature,45012.532793333325,3.07,1.5169,3,Medium,56
G3I934,UNKNOWN,lowTEMP,Low Temperature,91692.32192333334,3.4,-0.4517,3,Medium,30
G3I0Z1,UNKNOWN,lowTEMP,Low Temperature,140094.02959466667,27.19,0.4231,3,Medium,27
G3HP74,UNKNOWN,lowTEMP,Low Temperature,77234.17333666666,7.62,-1.6012,3,High,28
G3ILQ4,UNKNOWN,lowTEMP,Low Temperature,14785.901457,8.05,-1.4124,3,Medium,78
G3HT08,UNKNOWN,lowTEMP,Low Temperature,15166.2974608,29.71,1.9479,3,Medium,104
G3I973,HYOU1,lowTEMP,Low Temperature,30872.616623333335,6.81,2.0397,3,Medium,72
G3H7T9,HUWE1,lowTEMP,Low Temperature,107335.95969,6.11,1.5952,3,High,34
G3HI05,UNKNOWN,lowTEMP,Low Temperature,14977.184218,5.0,2.6231,3,Medium,108
G3HF29,UNKNOWN,lowTEMP,Low Temperature,9852.950644333332,4.88,1.3144,3,Medium,138
G3IJF2,UNKNOWN,lowTEMP,Low Temperature,18666.808842,25.63,2.1441,3,Medium,107
G3HCY8,NACC1,lowTEMP,Low Temperature,14779.249634000002,15.74,0.8062,3,Medium,96
G3ICS5,UNKNOWN,lowTEMP,Low Temperature,20485.914739666667,11.85,3.9649,3,Medium,119
G3I9V7,APOBEC2,lowTEMP,Low Temperature,8521.044629666667,10.58,1.4157,3,Medium,183
G3H4A3,UNKNOWN,lowTEMP,Low Temperature,21147.78545666667,11.81,4.9234,3,Medium,130
G3I7Z7,UNKNOWN,lowTEMP,Low Temperature,39607.689959999996,1.98,2.4922,3,Medium,63
G3H173,UNKNOWN,lowTEMP,Low Temperature,12434.289171333332,8.98,0.1249,3,Low,112
G3H9V1,LOC100767757,lowTEMP,Low Temperature,23131.968286333333,2.67,3.4384,3,Medium,97
G3IAC3,LOC100762960,lowTEMP,Low Temperature,11158.896427666667,19.29,0.9167,3,Low,139
G3HBJ9,METAP2,lowTEMP,Low Temperature,20692.96569463,35.07,1.4402,3,Medium,82
G3HNT8,FAM120B,lowTEMP,Low Temperature,20792.99367566667,44.58,-1.6776,3,Medium,58
G3HY01,UNKNOWN,lowTEMP,Low Temperature,15453.640850333331,6.13,-0.5025,3,Medium,85
G3HTN5,SIPA1L1,lowTEMP,Low Temperature,30122.127743333334,4.47,-1.648,3,High,46
G3IKK4,UNKNOWN,lowTEMP,Low Temperature,4116.414875666666,19.45,-1.2909,3,Low,167
G3HI47,UNKNOWN,lowTEMP,Low Temperature,17235.828706666667,15.89,-1.2654,3,Medium,64
G3H7F0,CCDC180,lowTEMP,Low Temperature,38755.990639999996,6.28,-0.2926,3,Medium,52
G3HFC2,UNKNOWN,lowTEMP,Low Temperature,2124.741809366667,5.67,-0.4035,3,Trace,358
G3HLE5,NDUFV3,lowTEMP,Low Temperature,6017.350365333333,20.69,-3.3705,3,Medium,76
G3GUD1,UNKNOWN,lowTEMP,Low Temperature,3498.979156366666,11.71,-0.1185,3,Low,221
G3IL66,UNKNOWN,lowTEMP,Low Temperature,9077.468381666667,12.07,-0.1579,3,Low,124
G3HUU1,CRNN,lowTEMP,Low Temperature,8545.187712,10.34,-1.2017,3,Low,117
G3H6M3,EXO1,lowTEMP,Low Temperature,15916.875631666668,12.1,-1.0688,3,Medium,79
G3HWS7,LIMD1,lowTEMP,Low Temperature,9628.048787,14.47,-1.9168,3,Medium,91
G3HAQ3,FAM83C,lowTEMP,Low Temperature,16220.732934,14.36,-0.8659,3,Medium,83
G3HSZ8,UNKNOWN,lowTEMP,Low Temperature,12077.780910000001,8.13,0.9285,3,Low,144
G3I3F5,UNKNOWN,lowTEMP,Low Temperature,6659.236090400001,15.31,-2.0934,3,Medium,113
G3I3W5,TRI66,lowTEMP,Low Temperature,23367.736656333334,14.05,-0.1921,3,Medium,73
G3HYA9,UNKNOWN,lowTEMP,Low Temperature,30706.065076666666,21.44,-1.6952,3,High,47
G3I9X8,SPTAN1,lowTEMP,Low Temperature,40790.61149666667,11.77,0.134,3,Medium,59
G3HDX8,C1QT2,lowTEMP,Low Temperature,4316.528468666666,8.23,-1.8794,3,Medium,169
G3H3E5,UNKNOWN,lowTEMP,Low Temperature,10705.768253666667,6.66,-1.5121,3,Medium,92
G3GZG5,UNKNOWN,lowTEMP,Low Temperature,3463.1236706,22.52,-2.9648,3,Medium,133
G3GZH3,ACKR4,lowTEMP,Low Temperature,4726.614672666667,14.83,-0.2945,3,Low,163
G3GRS4,UNKNOWN,lowTEMP,Low Temperature,8625.845410666667,12.35,-1.2407,3,Medium,111
G3H7U2,SMC1A,lowTEMP,Low Temperature,14834.406461333332,15.07,-2.2313,3,Medium,66
G3HZ85,UNKNOWN,lowTEMP,Low Temperature,3596.287879566667,19.71,-3.1324,3,Medium,123
G3H043,UNKNOWN,lowTEMP,Low Temperature,8786.902166666667,12.33,-0.6074,3,Low,122
G3I4X8,UNKNOWN,lowTEMP,Low Temperature,15349.024534333332,6.35,-0.5565,3,Medium,93
G3HXX8,ALDH18A1,lowTEMP,Low Temperature,7635.092997,15.04,-1.1384,3,Low,114
G3HRD2,UNKNOWN,lowTEMP,Low Temperature,3250.083324666666,16.36,0.5094,3,Low,284
G3H8J8,C6ORF170,lowTEMP,Low Temperature,3810.9631827133326,35.06,-1.2435,3,Medium,217
G3GTE2,UNKNOWN,lowTEMP,Low Temperature,30578.377239333335,27.52,-1.426,3,High,49
G3GZG2,ALAS1,lowTEMP,Low Temperature,18432.896343666667,16.31,0.9135,3,Medium,100
G3IKF2,LOC100762413,lowTEMP,Low Temperature,7566.256086666667,26.75,1.0828,3,Medium,178
