accession,gene_name,condition,condition_label,mean_abundance,cv_pct,log2fc,detected,hcp_risk,abundance_rank
G3HFH1,ELOVL1,low_TEMP_DO,Low Temp + Low DO,212.59833747666667,13.17,3.2953,3,Medium,876
G3HRG8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,791.3743038333333,30.42,0.4099,3,Trace,550
G3HIN1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,166.98515218666665,15.32,-2.4316,3,Medium,670
G3HWJ4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,582.8425834400001,79.32,-1.1262,3,Trace,488
G3GUT4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1183.1117394,77.75,2.6594,3,Medium,480
G3GWM0,GSPT1,low_TEMP_DO,Low Temp + Low DO,881.3365589666665,16.62,3.1605,3,Medium,520
G3H1M4,EIF2S1,low_TEMP_DO,Low Temp + Low DO,2005.1637150666666,49.67,0.6348,3,Trace,479
G3HQ45,EIF2S3,low_TEMP_DO,Low Temp + Low DO,3966.3303662000003,58.11,1.0147,3,Trace,306
G3H9J8,XPOT,low_TEMP_DO,Low Temp + Low DO,2758.5218814199998,44.98,-1.4293,3,Medium,271
G3HU28,CAPZB,low_TEMP_DO,Low Temp + Low DO,2621.9589014666667,22.81,-0.0316,3,Trace,363
G3H5Q6,FBXO11,low_TEMP_DO,Low Temp + Low DO,394.4427329333334,33.51,6.8216,3,Medium,637
G3H7B0,FBXO34,low_TEMP_DO,Low Temp + Low DO,926.2739168666667,10.61,-1.547,3,Medium,459
G3HYB6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,36.56458275833334,38.28,1.3878,3,Medium,1053
G3HWP7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,3108.159649333333,8.08,-0.4904,3,Trace,302
G3GX35,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,204.70324852666667,6.16,6.642,3,Medium,765
G3H439,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,3728.300816333334,11.93,-0.4396,3,Low,248
G3HRT4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1708.5750836,61.67,-2.7283,3,Medium,265
G3I108,FRS3,low_TEMP_DO,Low Temp + Low DO,2702.1516105666665,31.74,-0.3526,3,Trace,310
G3I1H3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,172.1652581666667,33.09,-1.3932,3,Medium,822
G3HYV5,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,0.640842091,127.27,-1.425,3,Medium,1179
G3HGG6,FIGNL1,low_TEMP_DO,Low Temp + Low DO,46.121021526666674,16.12,5.4231,3,Medium,949
G3HFM4,FLNB,low_TEMP_DO,Low Temp + Low DO,6035.9156336666665,20.19,0.8869,3,Low,237
G3GWH9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,4117.713469900001,30.95,1.8134,3,Medium,281
G3HAI3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,12.100284680333333,33.17,1.4197,3,Medium,1113
G3HZV8,FOXO1,low_TEMP_DO,Low Temp + Low DO,648.6481749266667,59.99,-1.4053,3,Trace,501
G3GXK7,FOXO3,low_TEMP_DO,Low Temp + Low DO,81.25384595666667,29.1,-4.26,3,Medium,693
G3H6M7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,32.36899248966667,33.47,4.6005,3,Medium,1071
G3GYL9,FNBP4,low_TEMP_DO,Low Temp + Low DO,2788.946069766667,24.24,-0.0408,3,Low,286
G3HNW7,LOC100760792,low_TEMP_DO,Low Temp + Low DO,965.1672131,14.09,0.1245,3,Trace,566
G3I1I6,FZD10,low_TEMP_DO,Low Temp + Low DO,2976.6437944333334,13.25,0.4,3,Low,293
G3GYW8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1560.2790306,1.46,-0.3855,3,Trace,455
G3H5K4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1019.2401934999999,29.73,-0.3995,3,Trace,532
G3IAD2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,345.36240364333327,20.0,-1.3987,3,Medium,709
G3HRU0,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,457.87375160333335,36.84,-2.9187,3,Medium,494
G3HDW2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,637.8343336666666,13.58,-0.4929,3,Trace,608
G3GVM2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,6.7779796406666675,96.14,-2.586,3,Medium,1088
G3HT22,GPD2,low_TEMP_DO,Low Temp + Low DO,1058.2248007666667,12.76,-1.5438,3,Medium,380
G3HH15,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,265.8057453,19.71,-0.786,3,Medium,789
G3HZI4,GOLGA1,low_TEMP_DO,Low Temp + Low DO,1136.1360854,7.92,1.4534,3,Medium,549
G3GVA0,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,65.26118416999999,12.49,3.3458,3,Medium,948
G3HKZ4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,630.0137466333333,11.94,0.167,3,Trace,651
G3IB96,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1543.3994900333334,21.1,-1.8905,3,Medium,330
G3I7Z5,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,513.4949994333333,50.45,1.8873,3,Medium,667
G3HLR4,GHITM,low_TEMP_DO,Low Temp + Low DO,620.0783428,21.06,1.8486,3,Medium,675
G3IL34,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,359.7256002,39.33,-4.0332,3,Medium,404
G3I668,GNB2,low_TEMP_DO,Low Temp + Low DO,602.4106506666667,3.58,-2.2917,3,Medium,468
G3HUR6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,2227.4137465333333,76.98,0.0008,3,Trace,377
G3IEP8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,5.540036208,110.1,-1.366,3,Trace,1133
G3HZK7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,3310.5484018666666,18.46,-1.5333,3,Medium,220
G3I6I8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,6727.012954033333,59.48,-0.102,3,Low,151
G3GWW1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,846.6601658666667,16.24,0.4484,3,Trace,683
G3I643,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,575.9628375333333,23.9,1.812,3,Medium,638
G3HXV2,HPS6,low_TEMP_DO,Low Temp + Low DO,36.570426675666674,132.92,-3.1291,3,Medium,922
G3I486,HP1BP3,low_TEMP_DO,Low Temp + Low DO,0.3953917493333334,82.6,-4.7433,3,Medium,1007
G3GY08,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,71.91900192199999,79.8,-0.9224,3,Trace,940
G3HND2,HDAC6,low_TEMP_DO,Low Temp + Low DO,8.691918122999999,22.42,-4.3706,3,Medium,974
G3IBS0,LOC100764795,low_TEMP_DO,Low Temp + Low DO,2.729276416,49.7,0.0605,3,Medium,1111
G3HDA4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,96.61159481333334,38.02,-1.8363,3,Medium,841
G3IA03,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,31.313118512666666,48.63,2.1796,3,Medium,1076
G3HFZ1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1220.3538459000001,24.59,1.8322,3,Medium,485
G3GV27,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,126.12753552333334,29.01,-0.1037,3,Trace,894
G3HJI5,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,750.2769871666666,12.89,1.9482,3,Medium,588
G3H207,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,29.59275802966667,32.79,0.6961,3,Trace,1077
G3GVG3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,2124.5692274666667,16.25,1.6348,3,Trace,502
G3I5P3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,3170.1427112666665,36.06,-0.2619,3,Low,294
G3HDZ7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1400.4859494,47.19,-0.2925,3,Trace,414
G3H8Q1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,171.45437693333335,12.78,4.2644,3,Medium,942
G3GUB8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,372.3140992533334,8.06,-2.0787,3,Medium,612
G3GVA1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1538.958203,41.46,-1.6954,3,Medium,383
G3I7E0,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,164.84939435333334,61.32,1.6843,3,Medium,597
G3H8Z5,ITGB2,low_TEMP_DO,Low Temp + Low DO,2147.1416058333334,19.31,2.9915,3,Medium,331
G3GRW0,IRF8,low_TEMP_DO,Low Temp + Low DO,464.8770620733333,25.85,0.3623,3,Trace,689
G3IFF2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,4982.840591113333,64.76,2.7405,3,Medium,191
G3HG73,ISG20L2,low_TEMP_DO,Low Temp + Low DO,4132.280362333334,26.26,0.7377,3,Low,266
G3GT77,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,2120.0064581666666,26.04,1.9119,3,Medium,436
G3GUS9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,6854.292084333334,17.27,-0.3637,3,Low,199
G3GXN3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,7276.359338733334,20.62,-0.5307,3,Low,180
G3HN11,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1550.9315220433334,73.26,0.853,3,Trace,464
G3GVE8,IQCE,low_TEMP_DO,Low Temp + Low DO,1442.1451620333335,102.25,-2.5779,3,Medium,292
G3H7E4,JRKL,low_TEMP_DO,Low Temp + Low DO,1331.7269853666667,10.03,0.7208,3,Trace,529
G3IKI3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,583.1669342,18.09,0.7189,3,Trace,677
G3GTW3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,50.60105047,88.81,-2.2298,3,Medium,653
G3I0T3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,169.87670702566666,83.26,-2.5952,3,Medium,736
G3IH23,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,70.79640484,25.51,-1.8943,3,Medium,837
G3GS37,KBTBD8,low_TEMP_DO,Low Temp + Low DO,807.1080578633333,49.41,-2.6857,3,Medium,373
G3IBJ8,KLHL28,low_TEMP_DO,Low Temp + Low DO,1618.9866607333333,8.21,-2.0838,3,Medium,279
G3IMT7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,549.9961293,31.41,-1.5447,3,Medium,544
G3IKI7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,25.05112619266667,91.24,-2.1302,3,Medium,1017
G3HTM1,KIF16B,low_TEMP_DO,Low Temp + Low DO,1354.8690336,51.93,0.2785,3,Medium,378
G3H4T6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,92.25595101433333,54.73,-2.3276,3,Medium,771
G3IA86,LOC100770947,low_TEMP_DO,Low Temp + Low DO,4236.766086376334,128.19,1.5066,3,Medium,239
G3H3J2,LAD1,low_TEMP_DO,Low Temp + Low DO,817.5699983333334,25.99,0.4471,3,Trace,592
G3HGW6,LAMA5,low_TEMP_DO,Low Temp + Low DO,1862.9291931999999,34.15,-1.4106,3,Medium,346
G3I0J9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1212.853257,25.46,1.0704,3,Trace,586
G3H729,LCA5,low_TEMP_DO,Low Temp + Low DO,2950.3059389333334,28.93,-1.7237,3,Medium,236
G3IHH1,LETMD1,low_TEMP_DO,Low Temp + Low DO,15.667403440666666,62.64,3.4761,3,Medium,1026
G3H6W2,LZTS1,low_TEMP_DO,Low Temp + Low DO,4929.5501343,38.39,0.5514,3,Low,227
G3I662,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,14.584638341,52.9,-4.767,3,Medium,908
G3IEB8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,157.02688267333335,59.97,2.1716,3,Medium,947
G3I875,FLRT1,low_TEMP_DO,Low Temp + Low DO,402.2722931,22.89,-3.5121,3,Medium,439
G3HX58,FLRT3,low_TEMP_DO,Low Temp + Low DO,2179.263473066667,16.71,-0.8586,3,Trace,316
G3HDV7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,219.84592665333332,11.25,4.4855,3,Medium,969
G3HNP2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,366.4270341666667,17.12,-3.8466,3,Medium,440
G3I8V3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,142.88411228333334,46.66,-0.3067,3,Trace,913
G3IJV4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,5053.340147666667,13.1,1.0476,3,Medium,231
G3HZJ7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,192.74008475000002,80.67,-1.6096,3,Trace,621
G3HCJ1,LONP1,low_TEMP_DO,Low Temp + Low DO,664.38438859,34.12,-1.5832,3,Medium,510
G3HSU8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,329.4446180566667,36.68,1.2676,3,Medium,815
G3GTN0,LRP8,low_TEMP_DO,Low Temp + Low DO,85.84949773666666,76.26,-3.5579,3,Medium,702
G3I4N3,KARS,low_TEMP_DO,Low Temp + Low DO,145.41316551999998,27.0,-0.5104,3,Trace,873
G3GUG6,KDM1B,low_TEMP_DO,Low Temp + Low DO,283.5358331,30.04,1.1595,3,Trace,861
G3I4Y1,MPHOSPH9,low_TEMP_DO,Low Temp + Low DO,49.15944521233333,89.35,4.5157,3,Medium,1097
G3GUV3,MMP12,low_TEMP_DO,Low Temp + Low DO,72.51722391333332,67.61,-5.3141,3,Medium,571
G3H8D6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,2872.712438666667,4.85,2.2672,3,Medium,328
G3HXL4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,98.71944659,26.16,0.8471,3,Medium,813
G3H2G8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,620.4104187,10.26,-2.3884,3,Medium,496
G3H0Z4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,63.56610799133333,114.52,-1.3036,3,Medium,978
G3IP52,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,349.26515853666666,16.24,-1.3891,3,Medium,642
G3HQP9,MDC1,low_TEMP_DO,Low Temp + Low DO,75.10723785666666,99.37,-2.5067,3,Medium,792
G3H5X2,MED1,low_TEMP_DO,Low Temp + Low DO,3566.1021038666663,25.3,-1.2569,3,Medium,228
G3HG52,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1344.5967321666665,11.33,0.0597,3,Trace,523
G3I6L9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1446.0128816333333,30.2,-0.2888,3,Trace,429
G3GSG9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,90.74895099333334,61.38,-1.7131,3,Trace,788
G3HG10,MED15,low_TEMP_DO,Low Temp + Low DO,49.76661608700001,42.42,0.7916,3,Trace,999
G3I5J4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,268.84910574333327,16.31,-0.6163,3,Trace,758
G3IHM4,MTHFR,low_TEMP_DO,Low Temp + Low DO,10.396746828666666,44.31,-1.7675,3,Medium,1079
G3IFM4,METTL7A,low_TEMP_DO,Low Temp + Low DO,2656.5665074666667,19.03,-0.7172,3,Low,297
G3IEU4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,181.63494359,47.2,-0.6799,3,Medium,737
G3GWK4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,572.1028660666667,45.31,-1.6762,3,Medium,578
G3HN72,LOC100770726,low_TEMP_DO,Low Temp + Low DO,8650.598659,19.17,1.3587,3,Low,229
G3H0V1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,5080.758895333333,5.28,0.0791,3,Low,223
G3HIT7,MAP1B,low_TEMP_DO,Low Temp + Low DO,442.80759976999997,34.1,-1.398,3,Medium,664
G3H4N1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,715.9301979333333,20.93,0.9293,3,Trace,630
G3I9W2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,13.476109098,19.69,-0.9462,3,Trace,1099
G3HTN8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,3282.199306866667,13.0,-1.2845,3,Medium,230
G3IB13,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,716.2153212666666,42.02,-1.4332,3,Medium,534
G3GS82,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,671.1322714333334,19.89,0.8004,3,Trace,720
G3HIY7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,6684.580865666666,15.31,1.9733,3,Medium,206
G3HZF3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,4.110028457666666,24.87,0.2427,3,Trace,1176
G3HTZ1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,85.18804326666667,19.93,2.8376,3,Medium,980
G3HT91,MYL3,low_TEMP_DO,Low Temp + Low DO,407.2353233333333,19.71,3.0788,3,Medium,871
G3GY44,MYH10,low_TEMP_DO,Low Temp + Low DO,1555.0831993666663,22.42,4.9732,3,Medium,421
G3IH63,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,3860.8126816666663,25.63,0.9095,3,Low,280
G3IJ54,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,926.9357416333334,15.65,0.7614,3,Trace,640
G3GRI6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,8489.661061666666,10.88,-0.0643,3,Low,162
G3I7G0,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,3433.0914684666664,22.55,-2.6901,3,Medium,160
G3H2U7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1394.5995395333332,7.9,0.2333,3,Trace,410
G3H7E0,MTMR2,low_TEMP_DO,Low Temp + Low DO,337.88083132,33.09,-3.2666,3,Medium,508
G3I2W1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,569.1659938666667,36.64,-3.4007,3,Medium,406
G3H0L3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,773.1137079,30.48,1.9688,3,Medium,629
G3HBQ6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,758.13782602,33.9,1.5749,3,Trace,724
G3GU79,SIRT4,low_TEMP_DO,Low Temp + Low DO,747.6584776999999,17.42,-2.792,3,Medium,424
G3HBP7,NDUFB10,low_TEMP_DO,Low Temp + Low DO,317.0995231233333,52.16,-1.4323,3,Medium,705
G3GYL3,NDUFS3,low_TEMP_DO,Low Temp + Low DO,239.40844182,49.37,-0.23,3,Trace,831
G3HE01,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,18.614760032333333,84.21,-0.7884,3,Trace,1073
G3H8H3,NCKAP1,low_TEMP_DO,Low Temp + Low DO,7306.300378333333,6.42,1.4062,3,Medium,174
G3IJ59,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,18.949629717666664,21.48,-0.3093,3,Trace,1075
G3GS62,UBA3,low_TEMP_DO,Low Temp + Low DO,269.70909177,29.59,1.1517,3,Medium,734
G3HG75,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,105.13300282666667,59.37,-2.1093,3,Medium,860
G3HFI7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1855.1822,14.28,-0.3587,3,Trace,423
G3H471,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,79.8056591,64.97,4.2596,3,Medium,905
G3GWT8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,149.35609891,21.75,-3.1855,3,Medium,641
G3GR78,NET1,low_TEMP_DO,Low Temp + Low DO,26.188971543333334,58.58,0.0608,3,Medium,981
G3HAW8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,12643.570092,36.72,0.4079,3,Low,161
G3HZC0,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,273.1993107033333,11.55,1.2661,3,Medium,835
G3GY86,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1219.9536469,13.71,0.5796,3,Trace,545
G3HE43,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,209.70034368999998,22.6,-2.2362,3,Medium,703
G3HGY6,CHRNA4,low_TEMP_DO,Low Temp + Low DO,1118.5653644433335,29.52,0.563,3,Trace,537
G3H7X9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,132.79469375333335,29.16,-3.1528,3,Medium,644
G3H985,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,6893.236834666666,10.35,2.0309,3,Medium,205
G3I962,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,2651.5291826333337,35.21,2.1719,3,Medium,376
G3IBB9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,196.0523251333333,37.65,-2.4361,3,Medium,741
G3GW11,SCP2,low_TEMP_DO,Low Temp + Low DO,933.6859452333333,27.7,2.901,3,Medium,581
G3I989,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,74.41177824366666,10.46,-3.3547,3,Trace,657
G3HCA0,NFIB,low_TEMP_DO,Low Temp + Low DO,98.56847024666668,52.25,1.9555,3,Medium,877
G3I5Q0,LOC107979131,low_TEMP_DO,Low Temp + Low DO,681.0034905000001,19.37,0.1796,3,Trace,605
G3GYM0,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,271.3841055633333,17.89,-0.6027,3,Trace,776
G3GS07,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,24.841166499333337,72.03,-1.8946,3,Medium,872
G3HBK3,NR2C1,low_TEMP_DO,Low Temp + Low DO,3391.0469306666673,26.48,1.4391,3,Medium,326
G3IL93,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,337.39356397666666,78.43,1.1918,3,Medium,802
G3IIT5,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,65.34753248,103.41,-0.4999,3,Trace,961
G3I467,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,693.8600881666666,11.83,-1.5115,3,Medium,524
G3IME9,OLFML2A,low_TEMP_DO,Low Temp + Low DO,81.95271415633334,100.62,-4.0269,3,Medium,725
G3HUG5,LOC100750789,low_TEMP_DO,Low Temp + Low DO,693.5155516966666,66.96,-0.1686,3,Trace,575
G3H6G3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,243.57805811666665,28.32,-0.9845,3,Trace,747
G3ILY4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1882.63922394,79.1,1.0734,3,Medium,431
G3IMY1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,546.67007104,73.62,3.7892,3,Medium,674
G3IGE3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,771.7657547,28.93,5.5851,3,Medium,604
G3IL84,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,396.7828236666667,14.75,-0.3138,3,Trace,728
Q9JI68,ORC2,low_TEMP_DO,Low Temp + Low DO,6015.288664666667,20.8,1.305,3,Low,283
G3H2U8,OTUD7B,low_TEMP_DO,Low Temp + Low DO,13343.843159666669,7.41,2.9922,3,Medium,197
G3IEJ8,ODF2L,low_TEMP_DO,Low Temp + Low DO,3092.077650333333,16.04,0.2705,3,Trace,315
G3IIA2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,124.52417779333332,10.66,-0.3621,3,Trace,917
G3HG51,P2RY12,low_TEMP_DO,Low Temp + Low DO,297.31119891,51.62,-1.1392,3,Medium,726
G3IET9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,196.45546997666665,20.88,-2.831,3,Medium,668
G3H067,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,138.08896098666665,24.59,4.8523,3,Medium,931
G3I1L6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1042.69445573,69.92,0.0582,3,Trace,471
G3HIR3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,389.6030668333333,32.84,-3.8117,3,Medium,417
G3HTN7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,343.8336990333334,16.78,-5.4648,3,Medium,256
G3HCG2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,952.6872818366666,20.73,1.9168,3,Trace,695
G3IJR3,PRPH,low_TEMP_DO,Low Temp + Low DO,0.3230062756666667,81.17,0.3683,3,Medium,1157
G3HS50,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,365.1127082166666,15.01,0.7121,3,Trace,784
G3H7Y1,PEX19,low_TEMP_DO,Low Temp + Low DO,1799.5721046190001,83.15,2.8913,3,Medium,365
G3HVG0,PPARG,low_TEMP_DO,Low Temp + Low DO,879.2561327666667,14.44,-1.6771,3,Medium,483
G3I3F8,PHRF1,low_TEMP_DO,Low Temp + Low DO,3454.9472907000004,29.08,0.8386,3,Medium,218
G3I6W0,PHF1,low_TEMP_DO,Low Temp + Low DO,129.36339348,20.5,-1.379,3,Medium,864
G3IMQ7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1307.7887555,10.17,-1.3872,3,Medium,419
G3GZ27,FARS2,low_TEMP_DO,Low Temp + Low DO,1333.1595764,8.46,1.1067,3,Medium,445
G3I9B2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,71.07428730333332,11.6,1.511,3,Trace,1042
G3H1L9,PIGH,low_TEMP_DO,Low Temp + Low DO,811.3189366333332,62.36,-0.6899,3,Trace,543
G3ICV1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,640.6504550999999,24.07,-1.627,3,Medium,536
G3HS25,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,333.2808234,15.83,-1.7393,3,Medium,691
G3HUS8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,264.21218209,14.58,-0.278,3,Trace,763
G3HBH1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,2463.9879169,43.72,0.8376,3,Trace,390
G3H2H6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,572.56810616,49.38,-3.1094,3,Medium,422
G3IJF5,PNN,low_TEMP_DO,Low Temp + Low DO,1741.3260175666667,17.44,0.8991,3,Trace,457
G3ICR8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,75.18666868333334,3.91,-1.4783,3,Medium,933
G3HGQ6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,92.27932162,21.55,5.2499,3,Medium,907
G3I5S9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,3059.672957,24.89,-1.0945,3,Medium,246
G3HWJ2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,221.05797594333333,41.71,-0.3639,3,Trace,849
G3H2M9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1412.1594912766666,60.27,-1.6686,3,Medium,352
G3I443,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,544.0239026,13.76,0.502,3,Trace,710
G3HWR4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,462.1850315,15.87,-2.3264,3,Medium,556
G3GTN5,PODN,low_TEMP_DO,Low Temp + Low DO,683.7094631,15.22,1.7945,3,Medium,576
G3HDG9,PARP4,low_TEMP_DO,Low Temp + Low DO,1561.0815387333332,29.11,0.519,3,Trace,463
G3IC83,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,128.32400779666668,36.18,-1.1309,3,Trace,772
G3HBQ9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,4037.3260936666666,12.36,-0.3325,3,Low,247
G3I0D9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,245.23645646,14.53,-0.6371,3,Trace,722
G3HNC5,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,622.0321646666666,16.33,-1.6201,3,Medium,559
G3HGN3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1710.471348481,71.08,-1.1347,3,Trace,320
G3HE71,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,104.81816040000001,10.99,2.8497,3,Medium,982
G3HC70,PBXIP1,low_TEMP_DO,Low Temp + Low DO,62.69451442,27.69,0.8462,3,Trace,944
